Page,Date_surveys,Site,Focal_sp,Plot,Tree,Neighbour_sp_ID,Neighbour_DBH_cm,Neighbour_distance_m,Notes_surveys,Neighbour_DBH_cm_2,Neighbour_DBH_cm_3,Neighbour_DBH_cm_4,Neighbour_DBH_cm_5,Neighbour_DBH_cm_6,Neighbour_DBH_cm_7,Neighbour_DBH_cm_8,Neighbour_DBH_cm_9,Neighbour_DBH_cm_10,Neighbour_DBH_cm_11
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus amygdalina,13,5.513,N to E,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus amygdalina,15.7,8.5,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus viminalis,10.5,7.03,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus viminalis,50.8,7.12,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus amygdalina,9.3,8.6,E to S,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus amygdalina,19.7,2.152,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus viminalis,24.1,2.2,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus amygdalina,19,2.67,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus viminalis,14,5.25,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus viminalis,20.3,5.4,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus amygdalina,18.7,3.38,S to W,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus amygdalina,22.2,5.88,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus obliqua,23,6.39,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus obliqua,26.7,6.78,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus amygdalina,5.8,9.76,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus rodwayi,8.1,9.8,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus obliqua,13.1,9.14,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus viminalis,10.8,3.1,W to N,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus viminalis,10.3,2.48,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus viminalis,15.6,4.2,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus amygdalina,8,4.62,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus amygdalina,12.4,7.45,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus amygdalina,4.9,8.48,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus viminalis,2.1,6.63,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus amygdalina,13.4,8.32,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus amygdalina,10.5,9.28,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus viminalis,30.6,7.57,,,,,,,,,,,
1,9/02/2021,GRA,AMYG,A,7,Eucalyptus amygdalina,15.6,6.71,,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus obliqua,33.2,4.57,N to E,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus obliqua,25.4,2.72,E to S,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus obliqua,9.6,9.39,,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus amygdalina,2,6.98,,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus obliqua,21.5,5.1,,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus amygdalina,3.3,7.07,,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus amygdalina,9.2,8.78,,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus obliqua,22.5,1.11,S to W,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus obliqua,21.8,5.62,,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus obliqua,27,6.1,,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus obliqua,23.8,3.8,,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus obliqua,24.2,9.8,,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus obliqua,9,9.8,,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus obliqua,9.4,6.7,Looks sad,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus amygdalina,6.5,5.8,,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus obliqua,25,4.8,,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus obliqua,16.5,3.4,,,,,,,,,,,
1,9/02/2021,GRA,OBLI,A,2,Eucalyptus amygdalina,5.6,2.7,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,2,Eucalyptus amygdalina,8.5,7,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,2,Eucalyptus viminalis,9.7,2.7,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus amygdalina,29.9,2.7,N to E,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus amygdalina,4.1,7.34,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus viminalis,15.6,8.8,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus obliqua,22.9,6.9,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus obliqua,24.5,7,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus amygdalina,11.6,5.8,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus obliqua,35.7,5.2,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus obliqua,29,9.7,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus viminalis,10.2,2.45,E to S,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus obliqua,26,7.43,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus obliqua,27.9,9.16,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus amygdalina,23.4,4.6,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus obliqua,26,5.9,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus amygdalina,12.5,7.59,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus obliqua,20.7,2.3,S to W,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus obliqua,22,3.3,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus obliqua,35.7,5.5,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus obliqua,16,8,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus obliqua,5.5,6.8,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus amygdalina,3.3,2.6,W to N,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus obliqua,15,6.1,,25.2,28.5,,,,,,,,
2,9/02/2021,GRA,OBLI,A,6,Eucalyptus amygdalina,10,10,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,7,Eucalyptus amygdalina,61.3,9,N to E,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,7,Eucalyptus amygdalina,10.3,8.3,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,7,Eucalyptus amygdalina,31.4,6.4,,5.5,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,7,Eucalyptus amygdalina,42.5,6.2,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,7,Eucalyptus amygdalina,29.2,3.8,E to S,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,7,Eucalyptus obliqua,0.6,4,baby; note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,7,Eucalyptus amygdalina,87.9,6.1,S to W,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,7,Eucalyptus amygdalina,7.6,10,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,7,Eucalyptus amygdalina,43.4,8.4,,29.4,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,7,Eucalyptus amygdalina,0.8,7.1,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,7,Eucalyptus amygdalina,0.5,5.9,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,7,Eucalyptus viminalis,20.2,1.5,W to N,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,8,Eucalyptus obliqua,23,4,N to E,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,8,Eucalyptus obliqua,17,8.3,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,8,Eucalyptus obliqua,16.8,7.2,E to S,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,8,Eucalyptus obliqua,26,7.8,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,8,Eucalyptus rodwayi,24,9.8,Not amyg or vimi more than 3 nuts and big leaves,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,8,Eucalyptus rodwayi,17.3,9.8,Not amyg or vimi more than 3 nuts and big leaves,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,8,Eucalyptus viminalis,0.5,2.4,,,,,,,,,,,
2,9/02/2021,GRA,OBLI,A,8,Eucalyptus obliqua,9,10,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus obliqua,10.7,6.9,N to E,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,9.6,9.3,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,8.8,10,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,9.5,6.1,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,17.5,7.1,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,11.1,4,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus rodwayi,14.1,5.53,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus rodwayi,11.1,6.05,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,10.8,7.4,,5.9,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,5.7,9,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,8.1,10,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,10.5,9.3,Less that 20 leaves,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,23.8,8.9,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,8.4,10,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,10.5,3,E to S,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,8.2,4.7,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,20.5,5.6,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,21.4,2.6,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus rodwayi,11,6.9,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus rodwayi,18.5,9,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,15.5,5.1,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,19.8,3.2,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus rodwayi,16.9,4.8,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,3.7,5.2,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus viminalis,17.2,6.7,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus rodwayi,18.3,5.5,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,20.8,3.4,S to W,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus obliqua,17.3,5.7,,16.5,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,5.7,7,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,8.6,8.2,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus rodwayi,5.8,6.9,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus obliqua,20,2.2,,24.9,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,6.5,2.4,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus rodwayi,12,3.4,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus rodwayi,10.8,5,,5.8,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,2.7,5.3,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus viminalis,4.4,10,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus amygdalina,4.8,9.2,,,,,,,,,,,
3,9/02/2021,GRA,AMYG,A,4,Eucalyptus rodwayi,6.2,9.3,,,,,,,,,,,
3,9/02/2021,GRA,OBLI,A,8,Eucalyptus obliqua,31,2.7,S to W,,,,,,,,,,
3,9/02/2021,GRA,OBLI,A,8,Eucalyptus obliqua,16.1,2.7,,,,,,,,,,,
3,9/02/2021,GRA,OBLI,A,8,Eucalyptus obliqua,3.1,3.4,,,,,,,,,,,
3,9/02/2021,GRA,OBLI,A,8,Eucalyptus amygdalina,13.9,4.4,,,,,,,,,,,
3,9/02/2021,GRA,OBLI,A,8,Acacia dealbata,0.6,9.8,"Notes say Acacia day, I think phonetic - meant dealbata; note that this was doubled as per notes on page 5 09/02",,,,,,,,,,
3,9/02/2021,GRA,OBLI,A,8,Eucalyptus obliqua,31.5,9.8,,,,,,,,,,,
3,9/02/2021,GRA,OBLI,A,8,Eucalyptus obliqua,31.4,2.4,,7.4,,,,,,,,,
3,9/02/2021,GRA,OBLI,A,8,Eucalyptus obliqua,22.5,2.3,,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,3.1,3.6,N to E,1.9,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,2.7,6.4,,1.6,0.6,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,10,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,8.2,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.8,8.3,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Eucalyptus pulchella,3,8.2,,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Eucalyptus amygdalina,3.4,7.9,,2.3,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.5,8.4,,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.5,8.6,Not doubling secondary stem,0.4,0.4,0.3,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,9,,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,3.9,,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,3.2,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.7,3,,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.8,0.4,E to S; note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,2.8,Not doubling secondary stem,0.4,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,2.4,3.6,,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,3.9,,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,3.8,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.7,3.7,,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,2,8.9,,,,,,,,,,,
4,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.5,9.9,,,,,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Eucalyptus obliqua,77.5,3.5,N to E,,,,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Acacia dealbata,0.6,5,Note that these were doubled as per notes on page 5 09/02; not doubling secondary stem,0.6,0.6,0.4,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Acacia dealbata,0.6,4.2,Note that these were doubled as per notes on page 5 09/02,0.6,0.6,,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Eucalyptus obliqua,74.5,1.5,S to W,,,,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Eucalyptus viminalis,2.7,3.9,W to N,,,,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Eucalyptus obliqua,24.5,6.5,N to E,,,,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Eucalyptus viminalis,4.2,6.4,,,,,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Eucalyptus viminalis,5.4,10,,,,,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Eucalyptus viminalis,0.7,9.7,,,,,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Eucalyptus viminalis,41,2,E to S,,,,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Eucalyptus viminalis,34.2,5,,,,,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Eucalyptus amygdalina,7.9,4.2,,,,,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Eucalyptus amygdalina,3.2,7.2,,,,,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Eucalyptus viminalis,39,7.2,S to W,,,,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Eucalyptus amygdalina,54.4,6,W to N,,,,,,,,,,
4,9/02/2021,GRA,OBLI,A,3,Eucalyptus amygdalina,45.2,6.3,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,1.5,6.8,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,5.8,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.4,5.5,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,5,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,1,4.1,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.4,4,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,2.6,3.4,,1.3,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,2,2.4,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Eucalyptus amygdalina,22.9,1.4,S to W,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,1.4,Note at the end of page that says everything less than 0.5 should be doubled; this was doubled; not doubling secondary stem,0.3,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,4.3,1.8,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.4,3,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,3.6,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,1.4,5.2,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,5.3,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,3.9,5.3,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,2.2,7.5,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,2.4,8,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Eucalyptus amygdalina,43.1,9,,42.7,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Eucalyptus amygdalina,2.4,10,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,1.4,8.9,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,4.4,4.3,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,2.6,4,,2.6,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,2,2.2,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,4.5,3.3,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,2.3,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,5,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,1.2,6.6,,0.6,0.6,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.8,7,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.8,7,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,1.2,7.7,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.8,7.6,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.4,9.8,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.4,9.9,Note that this was doubled as per notes on page 5 09/02,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.6,1.7,W to N,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,1.4,1.7,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.5,3.5,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,3,5,,,,,,,,,,,
5,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,1.2,6.6,,,,,,,,,,,
6,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,1.8,7.8,,,,,,,,,,,
6,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.8,7.8,,,,,,,,,,,
6,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,1,8.9,,,,,,,,,,,
6,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,2,9.2,,,,,,,,,,,
6,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,1,9.5,,,,,,,,,,,
6,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,2,10,,,,,,,,,,,
6,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,2,7.9,,,,,,,,,,,
6,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.5,7.8,,,,,,,,,,,
6,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.5,7.8,,,,,,,,,,,
6,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,0.8,2.2,,,,,,,,,,,
6,9/02/2021,GRA,AMYG,C,1,Acacia dealbata,1.2,2.4,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Acacia dealbata,9.5,7.2,,6.6,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Eucalyptus obliqua,17.2,9.2,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Eucalyptus obliqua,14.2,8.8,,7.1,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Eucalyptus obliqua,13.9,9,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Eucalyptus viminalis,5.6,8.8,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Eucalyptus tenuiramis,8.2,8.6,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Eucalyptus obliqua,0.8,6.2,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Acacia dealbata,0.6,7.2,,0.4,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Eucalyptus globulus,48.8,9.8,,67.7,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Eucalyptus tenuiramis,14,7.2,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Eucalyptus tenuiramis,6.9,7.3,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Exocarpus cupressiformis,12.9,5.8,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Eucalyptus tenuiramis,38.8,6,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Exocarpus cupressiformis,14.7,1.4,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Eucalyptus globulus,12,3.6,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Eucalyptus tenuiramis,3,4.7,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Eucalyptus obliqua,16.4,6.4,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Acacia dealbata,3.5,10,,3,3,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Acacia dealbata,2,9.5,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Eucalyptus globulus,2,8.9,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Acacia dealbata,2,10,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,1,Eucalyptus globulus,0.8,5.2,,0.8,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,2,Eucalyptus globulus,31.4,10,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,2,Eucalyptus viminalis,6.2,7.5,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,2,Eucalyptus globulus,5.8,6.3,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,2,Eucalyptus globulus,0.4,5.8,,,,,,,,,,,
6,9/02/2021,GRA,VIMI,B,2,Eucalyptus tenuiramis,0.5,6.2,,,,,,,,,,,
