Page,Date_surveys,Site,Focal_sp,Plot,Tree,Neighbour_sp_ID,Neighbour_DBH_cm,Neighbour_distance_m,Notes_surveys,Neighbour_DBH_cm_2,Neighbour_DBH_cm_3,Neighbour_DBH_cm_4,Neighbour_DBH_cm_5,Neighbour_DBH_cm_6,Neighbour_DBH_cm_7,Neighbour_DBH_cm_8,Neighbour_DBH_cm_9,Neighbour_DBH_cm_10,Neighbour_DBH_cm_11
12,19/02/2021,BOF,OVAT,E,1,Banksia marginata,7,6.6,,,,,,,,,,,
12,19/02/2021,BOF,OVAT,E,1,Banksia marginata,6,6.8,,,,,,,,,,,
12,19/02/2021,BOF,OVAT,E,1,Banksia marginata,3,7.4,,,,,,,,,,,
12,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,2.5,5,,,,,,,,,,,
12,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,3.5,5.5,,,,,,,,,,,
12,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,4,6.8,,,,,,,,,,,
12,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,7,10,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,45.5,3.8,S to W,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Banksia marginata,3,3.7,,3,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,3,5,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,1.5,4.9,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Banksia marginata,2.5,4.8,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Banksia marginata,3,4.6,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Eucalyptus amygdalina,3,3.8,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,1,7,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Banksia marginata,3,7.3,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,2,7.2,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,4,7.4,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,4,7.5,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,5,7.5,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Banksia marginata,3.5,8,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,3,8.3,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Banksia marginata,5,8.5,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Banksia marginata,2,8,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,3,9,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,1.5,9.1,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Banksia marginata,12,9.4,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,4,9.4,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Banksia marginata,1,9.7,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,1.5,9.8,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,1.5,10,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,6,9.8,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Banksia marginata,6,9.7,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,5,10,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,3,10,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,3,10,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Acacia melanoxylon,1.5,7.8,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,5,8.9,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,1,7.3,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,4,7.7,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,7,8,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,2.5,8.3,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,5,9.7,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,3.5,9.5,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,9,9.6,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Eucalyptus amygdalina,7,9.8,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,4,6.5,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,1.5,10,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,1.5,10,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Banksia marginata,8,2.8,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,4,2.7,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Banksia marginata,6,4.7,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,4,6.1,,,,,,,,,,,
13,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,13,6.9,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Eucalyptus amygdalina,4,1.5,W to N,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,7,1.6,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Eucalyptus ovata,2,1.2,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,1,1.2,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Banksia marginata,20,3.6,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Banksia marginata,8,6.1,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Banksia marginata,2,6,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,7,6.4,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Banksia marginata,4,7.1,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,9,7.4,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,6,8,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,7,8.5,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,32,8.9,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,8,9.4,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,7,10,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,10,9.6,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Eucalyptus amygdalina,5,8.3,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,6,8,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,10,8.3,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,8,8.7,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,11,9,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,8,7.8,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,13,7.6,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,5,7.4,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,1,Allocasaurina littoralis,20,7,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Banksia marginata,10,2.1,N to E,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Eucalyptus ovata,5,8.9,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Eucalyptus ovata,9,10,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Eucalyptus ovata,8,9.2,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Allocasaurina littoralis,3,7.2,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Eucalyptus viminalis,1.5,2.9,E to S,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Allocasaurina littoralis,9,0.2,S to W,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Allocasaurina littoralis,5,3.1,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Allocasaurina littoralis,7,2.8,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Banksia marginata,15,4.1,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Allocasaurina littoralis,6,4,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Banksia marginata,9,8.2,,8,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Eucalyptus ovata,52,5.8,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Allocasaurina littoralis,10,7.3,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Allocasaurina littoralis,6,7.8,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Allocasaurina littoralis,10,8.5,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Banksia marginata,8,9,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Allocasaurina littoralis,5,8.7,W to N,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Allocasaurina littoralis,3,8.8,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Banksia marginata,12,9,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Banksia marginata,7,9.8,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Allocasaurina littoralis,8,8.7,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Banksia marginata,4,7.7,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Banksia marginata,4,7.8,,,,,,,,,,,
14,19/02/2021,BOF,OVAT,E,2,Banksia marginata,6,7.7,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,15,0.8,N to E,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,5,4.4,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,16,6.5,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,3,3.6,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,12,5.8,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,3,6.3,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,14,3.2,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Triangle spiral,2,9,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,12,8.7,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,11,9.3,,9,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,16,5.5,E to S,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Eucalyptus amygdalina,4,6.3,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,4,6.8,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,20,6.5,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,3,7.2,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,4,7.9,,4,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Leptospermum scoparium,3,4.3,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Light dark,1.5,2,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Eucalyptus amygdalina,46.1,4,S to W,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,5,5.8,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Leptospermum scoparium,1,2.9,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,28,4,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,17,4.3,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Banksia marginata,2,9.4,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,D,2,Eucalyptus amygdalina,15.4,10,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,2,Eucalyptus ovata,40,10,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,2,Allocasaurina littoralis,35,10,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Leptospermum lanigerum,2.5,4,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Leptospermum lanigerum,2.5,4.2,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Leptospermum lanigerum,2.5,4.4,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Leptospermum lanigerum,2.5,4.6,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Leptospermum lanigerum,2.5,4.8,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Leptospermum lanigerum,2.5,5,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Eucalyptus ovata,6,5.9,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Eucalyptus ovata,10,6.8,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Eucalyptus ovata,3,7.7,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Eucalyptus ovata,6,8.1,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Eucalyptus ovata,4,7,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Eucalyptus ovata,6,9.3,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Eucalyptus ovata,7,10,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Eucalyptus ovata,7,9.8,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Eucalyptus ovata,7,8.7,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Allocasaurina littoralis,4,9.8,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Eucalyptus ovata,3,10,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Allocasaurina littoralis,8,10,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Allocasaurina littoralis,8,3.9,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Eucalyptus ovata,3.5,6.5,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Eucalyptus ovata,7,7.2,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Eucalyptus ovata,22,5.1,,11,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Eucalyptus ovata,11,6.2,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Eucalyptus ovata,7,7,,,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Leptospermum lanigerum,2.5,6,,2.5,,,,,,,,,
15,19/02/2021,BOF,OVAT,E,3,Leptospermum lanigerum,2.5,5.8,,2.5,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,2,Banksia marginata,8,5,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,2,Eucalyptus viminalis,54.5,5.8,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,2,Banksia marginata,3,4.6,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,2,Banksia marginata,9,5.9,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,2,Banksia marginata,8,6.3,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,2,Eucalyptus amygdalina,8,3.2,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,2,Banksia marginata,7,7.1,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Banksia marginata,6,0.1,N to E,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Banksia marginata,7,1.1,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Banksia marginata,8,1.4,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Banksia marginata,9,1.8,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,1,3.3,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Flat triangle,2.5,7.5,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Flat triangle,2,7.6,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,2,7.6,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Flat triangle,2,7,,2,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Flat triangle,2,6.8,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,1.5,6.7,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Prickly beauty,3,9.3,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,2,9.5,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Eucalyptus ovata,44,7.9,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Banksia marginata,28,6.6,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,3,3.6,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,2,3,,5,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Eucalyptus ovata,1.5,4.8,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum scoparium,1,8.8,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Banksia marginata,18,8.8,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,2,8.8,,1.5,1.5,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,2,8.8,,1.5,1.5,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,2,8.8,,1.5,1.5,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Banksia marginata,18,9.8,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,3,9.8,,2,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,3,9.9,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,3,9.9,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,2,9.9,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,2,9.9,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,2,9.9,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,2,9.9,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Banksia marginata,19.5,8,E to S,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Prickly beauty,3,4.7,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum scoparium,1.5,4,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum scoparium,2,3.3,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,1.5,1.9,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Banksia marginata,13,2.7,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Banksia marginata,8,3.8,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Flat triangle,1,5.3,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Banksia marginata,11,9.2,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Banksia marginata,12,7.4,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,3,6.1,,2,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,3,6.3,,2,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,3,6.5,,2,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,3,6.7,,2,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,3,6.9,,2,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,3,7.1,,2,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,3,7.3,,2,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,3,7.6,,2,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,3,7.8,,2,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Leptospermum lanigerum,3,8,,2,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Prickly beauty,2,7.2,,1,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Banksia marginata,2,8,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Prickly beauty,2,9.2,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Prickly beauty,3,10,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Prickly beauty,3,10,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Prickly beauty,3,10,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Prickly beauty,3,10,,,,,,,,,,,
16,19/02/2021,BOF,OVAT,D,5,Flat triangle,3,10,,,,,,,,,,,
17,19/02/2021,BOF,OVAT,D,5,Banksia marginata,3,6.8,S to W,,,,,,,,,,
17,19/02/2021,BOF,OVAT,D,5,Banksia marginata,11,3.2,,,,,,,,,,,
17,19/02/2021,BOF,OVAT,D,5,Allocasaurina littoralis,4,10,,,,,,,,,,,
17,19/02/2021,BOF,OVAT,D,5,Banksia marginata,8,8,,,,,,,,,,,
17,19/02/2021,BOF,OVAT,D,5,Banksia marginata,6,4.1,,,,,,,,,,,
17,19/02/2021,BOF,OVAT,D,5,Leptospermum scoparium,1.5,2.9,,,,,,,,,,,
17,19/02/2021,BOF,OVAT,D,5,Leptospermum scoparium,1.5,3.1,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Eucalyptus amygdalina,32.7,5.2,N to E,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,12,6,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Eucalyptus amygdalina,11,9.6,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Eucalyptus amygdalina,48,9.8,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,9,8,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,7,0.6,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,6,3.6,,5,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,3,3.6,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Eucalyptus amygdalina,20,3.1,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,3.5,1.7,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,8,0.2,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,7,2.2,E to S,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,3,2.8,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,3,3.2,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,8,4.9,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Eucalyptus amygdalina,29.8,5.8,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,4,5.6,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,7,6.4,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,9,7.5,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,2,6.3,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,5,7.1,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,4,8.1,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,7,8.4,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,9,9.8,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,8,9.3,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,13,8.9,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,11,8.5,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,5,7.6,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,15,5.8,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,4,5.9,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,6,6.3,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,18,4.9,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Allocasaurina littoralis,1,4.1,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Allocasaurina littoralis,2,9.5,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,12,3.2,S to W,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,3,0.7,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,8,0.5,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,2,4.1,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Banksia marginata,8,5,,,,,,,,,,,
17,19/02/2021,BOF,VIMI,C,1,Eucalyptus amygdalina,14,5.3,,,,,,,,,,,
18,19/02/2021,BOF,OVAT,D,1,Banksia marginata,21,1.3,N to E,,,,,,,,,,
18,19/02/2021,BOF,OVAT,D,1,Eucalyptus amygdalina,7,6.7,,,,,,,,,,,
18,19/02/2021,BOF,OVAT,D,1,Eucalyptus amygdalina,21,8.9,,,,,,,,,,,
18,19/02/2021,BOF,OVAT,D,1,Banksia marginata,3.5,2.8,,,,,,,,,,,
18,19/02/2021,BOF,OVAT,D,1,Eucalyptus ovata,3,2.9,,,,,,,,,,,
18,19/02/2021,BOF,OVAT,D,1,Eucalyptus amygdalina,12.2,6.6,,,,,,,,,,,
18,19/02/2021,BOF,OVAT,D,1,Banksia marginata,6,6.5,,,,,,,,,,,
18,19/02/2021,BOF,OVAT,D,1,Banksia marginata,9,7.4,,,,,,,,,,,
