Site,Focal_sp,Plot,Tree,Period,Growth,preceding_dbh,growth_no_negs,growth_rate,total_nbh_ba,number_neighbours,total_nci,intra_nci,inter_nci,PC1,PC2,log_total_nci,log_p1_intra_nci,log_p1_inter_nci,std_total_nci,plot_intra_nci,plot_inter_nci,std_intra_nci,std_inter_nci,std_preceding_dbh,std_PC1,std_PC2,site_climate
EPF,AMYG,B,6,1,NA,547,NA,NA,1.4796225955987403,26,75.94590726128351,33.508641921492554,42.43726533979095,-1.9562213824706531,-0.5030101563820399,4.330021340312437,3.5412097831478575,3.771317721061002,-0.005534245486530821,-1.0750312634763013,-0.763043246593663,0.7683961296511701,-0.09756181669399766,1.5005566316237566,-0.8139296588335326,-0.5419448634119063,dry
EPF,AMYG,B,7,1,14.17,626,14.17,0.03798927613941019,0.48256748114731374,18,30.047281093109408,16.984714795008912,13.062566298100496,-1.9562213824706531,-0.5030101563820399,3.4027721774570705,2.8895222190851744,2.6435163944851165,-1.2627295865030888,-1.9586109981994801,-2.292153900085465,0.3702947746790395,-1.1731717914380242,2.1971892838659692,-0.8139296588335326,-0.5419448634119063,dry
EPF,AMYG,B,8,1,2.78,434,2.78,0.007453083109919571,0.8040513697781376,5,38.89781746031746,32.326388888888886,6.571428571428571,-1.9562213824706531,-0.5030101563820399,3.6609381426318026,3.5063495422822446,2.0243817644968085,-0.9126995604556646,-1.12229594071581,-3.1315972810709947,0.7471007883119261,-1.7636546788334106,0.5041073948722374,-0.8139296588335326,-0.5419448634119063,dry
EPF,AMYG,C,1,1,10.67,388,10.67,0.028605898123324397,0.6483116263654041,17,38.74902680652681,20.539469696969697,18.20955710955711,-2.7348104549364685,0.6292946245238769,3.6571056408137013,3.06988705197159,2.955407921312041,-0.9178957942439134,-1.7140663421657478,-1.8692809656717062,0.4804756164213219,-0.8757136936436948,0.09847319230082253,-1.265358722117206,0.5868781575083779,dry
EPF,AMYG,C,2,1,2.39,295,2.39,0.006407506702412869,1.123346353727573,8,31.665222433059245,28.2297385620915,3.435483870967742,-2.7348104549364685,0.6292946245238769,3.4552189945153065,3.375186634919334,1.4896367126214798,-1.1916204427064858,-1.300130985120761,-3.8566224574530446,0.6669763022503254,-2.2736532913447203,-0.7216133476805162,-1.265358722117206,0.5868781575083779,dry
EPF,AMYG,C,3,1,14.22,454,14.22,0.03812332439678284,0.3112642877286963,37,71.11188937584512,17.550396825396824,53.5614925504483,-2.7348104549364685,0.6292946245238769,4.264254543305431,2.920491181029315,3.9993283692909523,-0.09470306235143924,-1.9166222467053302,-0.4538988050132164,0.38921302077105296,0.1198971646042338,0.6804700916424178,-1.265358722117206,0.5868781575083779,dry
EPF,AMYG,C,4,1,7.09,574,7.09,0.01900804289544236,1.303045453512909,24,72.36926304689463,39.740476190476194,32.62878685641844,-2.7348104549364685,0.6292946245238769,4.281781665696363,3.7072220992545564,3.5153824518460497,-0.07093920524160632,-0.8499462283838892,-1.1100488206596757,0.8698093399511009,-0.3416531490674016,1.7386462722635,-1.265358722117206,0.5868781575083779,dry
EPF,AMYG,C,5,1,1.52,262,1.52,0.004075067024128686,0.8830569272287772,23,170.0446260928614,161.30587301587303,8.73875307698837,-2.7348104549364685,0.6292946245238769,5.136060909030074,5.0894826600388114,2.276113088615993,1.0873210851630064,1.02416874168264,-2.7902915559776287,1.7142013960803473,-1.523572745253687,-1.0126117973513138,-1.265358722117206,0.5868781575083779,dry
EPF,AMYG,C,6,1,8.29,373,8.29,0.022225201072386055,0.8702345168131506,12,45.63310280932124,42.125749868144766,3.5073529411764706,-2.7348104549364685,0.6292946245238769,3.8206333919551243,3.764120263447185,1.5057100502001595,-0.6961794151977134,-0.7728017996792115,-3.834829690278928,0.9045671556738718,-2.2583237808895884,-0.033798830276812755,-1.265358722117206,0.5868781575083779,dry
EPF,AMYG,C,7,1,7.15,366,7.15,0.019168900804289544,0.6069085767837442,36,53.949042080872616,12.771428571428572,41.17761350944404,-2.7348104549364685,0.6292946245238769,3.9880399358629623,2.6225960525611867,3.7418895947265223,-0.4692040395516251,-2.320518397410269,-0.8029428817776153,0.20723555054982926,-0.12562809528181929,-0.09552577414637589,-1.265358722117206,0.5868781575083779,dry
EPF,AMYG,C,8,1,3.93,341,3.93,0.010536193029490618,1.053040651732887,33,103.11976504481342,54.856410951477365,48.26335409333605,-2.7348104549364685,0.6292946245238769,4.635891080164541,4.0227843076737235,3.8971804799670937,0.4091741493055082,-0.4220964614411994,-0.5923943202393228,1.062579234110973,0.022476381291829807,-0.31597914510910136,-1.265358722117206,0.5868781575083779,dry
EPF,OVAT,A,1,1,5.52,289,5.52,0.014798927613941018,0.8162768775895823,13,147.90725340049875,37.130434782608695,110.77681861789004,-0.12266044115667368,0.44297430481151306,4.9965854111139265,3.6410127764430333,4.716504192333378,0.8982155532408427,-0.9397150364938747,0.5184720954275859,0.82936354571385,0.8038841849527025,-0.7745221567115703,0.24917632028004158,0.4011307600733233,dry
EPF,OVAT,A,2,1,15.13,404,15.13,0.040563002680965146,0.8592750708411024,17,96.58720168980979,0,96.58720168980979,-0.12266044115667368,0.44297430481151306,4.570446244758076,0,4.580746354593368,0.3204418587168166,-5.876321595436587,0.3344070911652483,-1.3948497118424814,0.6744088234844074,0.23956334971696683,0.24917632028004158,0.4011307600733233,dry
EPF,OVAT,A,3,1,5.44,393,5.44,0.014584450402144773,0.6581832958811465,19,45.98213688028466,5.824175824175825,40.15796105610884,-0.12266044115667368,0.44297430481151306,3.82825299238052,1.9204715754166288,3.7174173727152553,-0.6858485068087355,-3.272482181083709,-0.8361231365886802,-0.2216765863763584,-0.14896781432558645,0.14256386649336764,0.24917632028004158,0.4011307600733233,dry
EPF,OVAT,A,4,1,23.08,595,23.08,0.061876675603217156,0.2970572203509999,3,13.547619047619047,9.916666666666666,3.6309523809523814,-0.12266044115667368,0.44297430481151306,2.6062108158429624,2.3902906734131513,1.5327625447751327,-2.3427340478403775,-2.6354857784091883,-3.7981510158676173,0.0653253909794802,-2.2325231967610932,1.9238271038721895,0.24917632028004158,0.4011307600733233,dry
EPF,OVAT,A,5,1,11.58,251,11.58,0.031045576407506704,0.870464638475026,7,74.74488317464596,58.24488317464596,16.5,-0.12266044115667368,0.44297430481151306,4.314080757414718,4.0816794163644206,2.8622008809294686,-0.027147019436510145,-0.3422445087830795,-1.9956541797041356,1.0985569385569982,-0.9646073843935065,-1.109611280574913,0.24917632028004158,0.4011307600733233,dry
EPF,OVAT,A,6,1,7.49,373,7.49,0.020080428954423593,0.7276823939620234,6,35.64827976865394,15.52991341991342,20.118366348740523,-0.12266044115667368,0.44297430481151306,3.573700892362385,2.805171674064432,3.0501431049344174,-1.030978733945643,-2.072976280434656,-1.740835844067453,0.31876691360393483,-0.785362577660521,-0.033798830276812755,0.24917632028004158,0.4011307600733233,dry
EPF,OVAT,A,7,1,1.11,292,1.11,0.0029758713136729224,1.4641133380661309,9,54.34329987360655,26.56457153231663,27.778728341289916,-0.12266044115667368,0.44297430481151306,3.995321328573392,3.3165313080179417,3.359636514982316,-0.4593316844626487,-1.3796578336316347,-1.321214356365731,0.6311450751355919,-0.4901916188039979,-0.7480677521960433,0.24917632028004158,0.4011307600733233,dry
EPF,OVAT,A,8,1,6.88,201,6.88,0.018445040214477213,0.35654798963570294,22,76.72263792421032,31.047892720306514,45.6747452039038,-0.12266044115667368,0.44297430481151306,4.340196813772009,3.467231431448642,3.84320323047135,0.008262000806771209,-1.1753335800682494,-0.665578475378347,0.7232044094555862,-0.029002958729111784,-1.550518022500364,0.24917632028004158,0.4011307600733233,dry
EPF,OVAT,A,9,1,1.36,339,1.36,0.0036461126005361932,0.6202799805155857,12,56.18346170971171,5.347222222222222,50.836239487489486,-0.12266044115667368,0.44297430481151306,4.028622437964171,1.8480172718781493,3.948089508662223,-0.41418092967755077,-3.3707181423486148,-0.5233701611944062,-0.2659372996427179,0.07102948881056478,-0.3336154147861194,0.24917632028004158,0.4011307600733233,dry
EPF,OVAT,A,10,1,4.34,339,4.34,0.01163538873994638,0.254662212888969,11,64.75804449746273,41,23.75804449746273,-0.12266044115667368,0.44297430481151306,4.170657932205633,3.7376696182833684,3.209150466404341,-0.22160446935541514,-0.8086644665857325,-1.5252483601038735,0.8884090482305486,-0.633713612524044,-0.3336154147861194,0.24917632028004158,0.4011307600733233,dry
EPF,OVAT,A,11,1,4.52,349,4.52,0.012117962466487935,0.5066674237911644,9,31.85764432582234,25.97764432582234,5.879999999999999,-0.12266044115667368,0.44297430481151306,3.4612773634502254,3.2950085351004845,1.9286186519452522,-1.1834063040431677,-1.4088391269900038,-3.2614361030013628,0.6179972946136162,-1.854986154196823,-0.24543406640102922,0.24917632028004158,0.4011307600733233,dry
EPF,OVAT,A,12,1,16.2,343,16.2,0.043431635388739946,0.0827024266057513,4,6.462437764033801,3.8461538461538463,2.6162839178799553,-0.12266044115667368,0.44297430481151306,1.866006609464586,1.578185368929996,1.2854469565604425,-3.3463275984607153,-3.7365652359166717,-4.1334697389461255,-0.4307715731536299,-2.468393741798538,-0.2983428754320833,0.24917632028004158,0.4011307600733233,dry
EPF,OVAT,B,2,1,14.73,252,14.73,0.039490616621983915,0.43387358041483537,11,36.447150081281144,0,36.447150081281144,-1.9562213824706531,-0.5030101563820399,3.5958632683274225,0,3.622930607769296,-1.0009302454430458,-5.876321595436587,-0.9642314438660795,-1.3948497118424814,-0.23908200772322094,-1.100793145736404,-0.8139296588335326,-0.5419448634119063,dry
EPF,OVAT,B,4,1,9.83,265,9.83,0.02635388739946381,0.3970973114137498,7,33.220036242296516,0,33.220036242296516,-1.9562213824706531,-0.5030101563820399,3.503153195162775,0,3.532811327560404,-1.126629654746346,-5.876321595436587,-1.0864181696707134,-1.3948497118424814,-0.3250308308228842,-0.9861573928357869,-0.8139296588335326,-0.5419448634119063,dry
EPF,OVAT,B,5,1,-1.9,297,0,0,0.31561539355391816,10,51.02906464060396,0,51.02906464060396,-1.9562213824706531,-0.5030101563820399,3.9323953653096932,0,3.95180249783145,-0.544648804189659,-5.876321595436587,-0.5183359666415388,-1.3948497118424814,0.07457065168422675,-0.7039770780034982,-0.8139296588335326,-0.5419448634119063,dry
EPF,OVAT,B,6,1,6.83,443,6.83,0.018310991957104557,0.40875104936224116,32,83.9014278955833,0,83.9014278955833,-1.9562213824706531,-0.5030101563820399,4.429642632346018,0,4.441490911733978,0.12953562486524514,-5.876321595436587,0.14559991722840768,-1.3948497118424814,0.5415977158474643,0.5834706084188186,-0.8139296588335326,-0.5419448634119063,dry
EPF,OVAT,B,7,1,1.42,224,1.42,0.0038069705093833777,0.21590595511795854,10,21.41484565324669,0,21.41484565324669,-1.9562213824706531,-0.5030101563820399,3.064084403628178,0,3.1097234917147096,-1.721933766322197,-5.876321595436587,-1.660054768519767,-1.3948497118424814,-0.7285393971855002,-1.3477009212146567,-0.8139296588335326,-0.5419448634119063,dry
EPF,OVAT,C,1,1,1.13,381,1.13,0.0030294906166219836,1.0623358389966957,21,87.76610519539281,15.16470588235294,72.60139931303986,-0.3174072086519978,2.309064807652367,4.474675380495721,2.7828302162919782,4.29866403795953,0.19059252675840926,-2.1032675740245628,-0.04804952185898451,0.3051190168175985,0.4053804526884241,0.0367462484312594,0.1362613643206546,2.261483161872899,dry
EPF,OVAT,C,4,1,5.33,275,5.33,0.014289544235924934,0.47720007009865567,26,55.92389878935734,0,55.92389878935734,-0.3174072086519978,2.309064807652367,4.0239918163348936,0,4.041715266823862,-0.42045928092503126,-5.876321595436587,-0.39642923563186133,-1.3948497118424814,0.16032252030342536,-0.8979760444506967,0.1362613643206546,2.261483161872899,dry
EPF,OVAT,C,5,1,17.22,465,17.22,0.04616621983914209,0.09257802311231081,19,25.262971697282286,0,25.262971697282286,-0.3174072086519978,2.309064807652367,3.229339754392426,0,3.268160026877308,-1.4978750500877172,-5.876321595436587,-1.4452412299021067,-1.3948497118424814,-0.5774348421818519,0.777469574866017,0.1362613643206546,2.261483161872899,dry
EPF,OVAT,C,6,1,1.4,478,1.4,0.003753351206434316,0.5741857477039529,6,23.22215431627196,9.5,13.722154316271963,-0.3174072086519978,2.309064807652367,3.14510675044464,2.3513752571634776,2.68935345559978,-1.6120809662158977,-2.688248597684379,-2.230006483848612,0.04155283371028946,-1.1294559356519953,0.8921053277666342,0.1362613643206546,2.261483161872899,dry
EPF,VIMI,A,1,1,39.21,439,39.21,0.1051206434316354,0.49988472525206407,25,52.05038521713977,9.076923076923077,42.9734621402167,-0.3174072086519978,2.309064807652367,3.9522121959392544,2.310247965739615,3.7835863187833865,-0.5177804842825483,-2.7440103510921583,-0.7464090726140482,0.016429091375690288,-0.08586097384574194,0.5481980690647825,0.1362613643206546,2.261483161872899,dry
EPF,VIMI,A,2,1,2.87,438,2.87,0.007694369973190349,0.18569797095736587,6,30.827866419294992,0,30.827866419294992,-0.3174072086519978,2.309064807652367,3.428419034809661,0,3.460342208550813,-1.2279567219193088,-5.876321595436587,-1.184674218245484,-1.3948497118424814,-0.3941462906390978,0.5393799342262735,0.1362613643206546,2.261483161872899,dry
EPF,VIMI,A,3,1,29.4,280,29.4,0.07882037533512064,0.9099246130004405,9,27.97488655821887,0,27.97488655821887,-0.3174072086519978,2.309064807652367,3.331307199076947,0,3.3664294740574565,-1.3596241877218922,-5.876321595436587,-1.3120042358899309,-1.3948497118424814,-0.48371301803711236,-0.8538853702581515,0.1362613643206546,2.261483161872899,dry
EPF,VIMI,A,4,1,14.77,160,14.77,0.039597855227882034,0.3881272789895876,10,56.58627483627484,26.944444444444443,29.641830391830393,-0.3174072086519978,2.309064807652367,4.03576646174395,3.3302184122035743,3.4223660817248716,-0.4044948239663387,-1.361100401278504,-1.236163517592389,0.6395062209091531,-0.4303649932186946,-1.9120615508792338,0.1362613643206546,2.261483161872899,dry
EPF,VIMI,A,5,1,5.7,287,5.7,0.015281501340482574,0.6062080016219936,7,36.64013045560553,3.9770114942528734,32.66311896135266,-0.3174072086519978,2.309064807652367,3.6011441002691744,1.6048296093479062,3.5164028452349982,-0.9937703173678155,-3.700440086107778,-1.1086653372703352,-0.4144952027002066,-0.3406799765045991,-0.7921584263885884,0.1362613643206546,2.261483161872899,dry
EPF,VIMI,A,6,1,20.87,389,20.87,0.05595174262734585,1.3796437655927356,6,44.44548152949362,0,44.44548152949362,-0.3174072086519978,2.309064807652367,3.7942633039131257,0,3.816513399388591,-0.7319328600716973,-5.876321595436587,-0.7017654385312025,-1.3948497118424814,-0.05445766237271216,0.10729132713933155,0.1362613643206546,2.261483161872899,dry
EPF,VIMI,A,7,1,29.3,535,29.3,0.07855227882037534,0.5648622861062618,9,39.103618547868926,7.75,31.353618547868923,-0.3174072086519978,2.309064807652367,3.666215008690507,2.169053700369523,3.4767258708852564,-0.9055450094569417,-2.935446245253459,-1.1624607024174154,-0.06982332689620653,-0.37852081635164603,1.3947390135616484,0.1362613643206546,2.261483161872899,dry
EPF,VIMI,A,8,1,14.2,338,14.2,0.038069705093833776,1.7737039423086274,14,51.433004669717775,10.76923076923077,40.66377390048701,-0.3174072086519978,2.309064807652367,3.94028008059085,2.465488563930899,3.729632019835756,-0.5339584442370142,-2.533529970412485,-0.8195621106344834,0.11126210015885292,-0.13731842540291334,-0.3424335496246284,0.1362613643206546,2.261483161872899,dry
EPF,OVAT,B,10,1,-0.58,580,0,0,0.48947505799439434,43,132.41197751535535,0,132.41197751535535,-1.9562213824706531,-0.5030101563820399,4.885918104028718,0,4.893441915922889,0.7481691272705728,-5.876321595436587,0.7583701623741348,-1.3948497118424814,0.9726337474126058,1.7915550812945542,-0.8139296588335326,-0.5419448634119063,dry
EPF,VIMI,B,2,1,7.48,392,7.48,0.020053619302949063,0.5949391087735671,12,32.986661546338965,0,32.986661546338965,-1.9562213824706531,-0.5030101563820399,3.4961032841919484,0,3.525968140182839,-1.1361881591722887,-5.876321595436587,-1.0956963913541766,-1.3948497118424814,-0.33155733547304167,0.13374573165485862,-0.8139296588335326,-0.5419448634119063,dry
EPF,VIMI,C,1,1,12.52,226,12.52,0.0335656836461126,0.7668745477137194,30,66.15310926257267,0,66.15310926257267,-2.7348104549364685,0.6292946245238769,4.191971892669843,0,4.206975225137384,-0.19270629088556293,-5.876321595436587,-0.172364272328402,-1.3948497118424814,0.31793473036128117,-1.3300646515376386,-1.265358722117206,0.5868781575083779,dry
EPF,VIMI,C,2,1,5.31,409,5.31,0.01423592493297587,1.1024162780711941,33,81.73113664415843,6.222222222222222,75.5089144219362,-2.7348104549364685,0.6292946245238769,4.40343503873781,1.9771626925594177,4.337407262434907,0.09400249536418044,-3.1956184736747275,0.004479834065600247,-0.18704525106479916,0.4423307538784259,0.28365402390951194,-1.265358722117206,0.5868781575083779,dry
EPF,VIMI,C,3,1,1.51,288,1.51,0.004048257372654155,1.0188412741059085,34,53.23101398776302,0,53.23101398776302,-2.7348104549364685,0.6292946245238769,3.9746411961815724,0,3.993252958590078,-0.4873704976922453,-5.876321595436587,-0.462136049471201,-1.3948497118424814,0.11410290616833788,-0.7833402915500793,-1.265358722117206,0.5868781575083779,dry
EPF,VIMI,C,5,1,8.98,425,8.98,0.024075067024128687,0.40434260947109135,10,18.644529326882267,0,18.644529326882267,-2.7348104549364685,0.6292946245238769,2.9255527693798506,0,2.9777988937965656,-1.9097595764033786,-5.876321595436587,-1.8389225383837378,-1.3948497118424814,-0.8543589099765262,0.4247441813256562,-1.265358722117206,0.5868781575083779,dry
EPF,VIMI,C,6,1,20.4,435,20.4,0.054691689008042894,0.5518293889828445,18,48.03273155839341,0,48.03273155839341,-2.7348104549364685,0.6292946245238769,3.871882685981165,0,3.892488066091573,-0.6266939130684697,-5.876321595436587,-0.598756451475182,-1.3948497118424814,0.018001118627029303,0.5129255297107465,-1.265358722117206,0.5868781575083779,dry
EPF,VIMI,C,7,1,13.43,408,13.43,0.0360053619302949,1.0676294226179945,40,98.59343995431922,0,98.59343995431922,-2.7348104549364685,0.6292946245238769,4.5910047274917885,0,4.601096298508972,0.3483157352826395,-5.876321595436587,0.36199822384620173,-1.3948497118424814,0.6938170314243297,0.2748358890710029,-1.265358722117206,0.5868781575083779,dry
EPF,VIMI,C,8,1,6.29,286,6.29,0.016863270777479893,0.5855732356750525,15,35.201582761250954,0,35.201582761250954,-2.7348104549364685,0.6292946245238769,3.5610910464014305,0,3.589102840562407,-1.0480755836685707,-5.876321595436587,-1.0100962588835802,-1.3948497118424814,-0.2713443246523194,-0.8009765612270974,-1.265358722117206,0.5868781575083779,dry
EPF,VIMI,D,1,1,16.87,391,16.87,0.045227882037533515,0.34635195067847735,5,29.324943000455995,6.046511627906977,23.27843137254902,-0.12266044115667368,0.44297430481151306,3.3784384508191847,1.9525326898158066,3.189588358360806,-1.2957220646677654,-3.2290126528650758,-1.5517713186332316,-0.20209116878044814,-0.6523704433353092,0.12492759681634959,0.24917632028004158,0.4011307600733233,dry
EPF,VIMI,D,2,1,23.67,412,23.67,0.06345844504021449,1.3118364151558168,5,110.79467759190818,0,110.79467759190818,-0.12266044115667368,0.44297430481151306,4.7076787369852955,0,4.716663953075324,0.5065062487162313,-5.876321595436587,0.5186887043699259,-1.3948497118424814,0.8040365524340667,0.310108428425039,0.24917632028004158,0.4011307600733233,dry
EPF,VIMI,D,3,1,7.8,235,7.8,0.020911528150134046,0.6568504751978611,35,50.42691161108056,0,50.42691161108056,-0.12266044115667368,0.44297430481151306,3.920524993108434,0,3.940161607645029,-0.5607430507259411,-5.876321595436587,-0.5341190738083192,-1.3948497118424814,0.0634684679002891,-1.2507014379910575,0.24917632028004158,0.4011307600733233,dry
EPF,VIMI,D,4,1,4.15,411,4.15,0.011126005361930296,0.58342360090183365,31,79.39145472807155,0,79.39145472807155,-0.12266044115667368,0.44297430481151306,4.374390739389165,0,4.386907886059603,0.054623265609186705,-5.876321595436587,0.07159443054228527,-1.3948497118424814,0.48954063320036717,0.30129029358653,0.24917632028004158,0.4011307600733233,dry
TMP,OBLI,A,1,1,2.11,435,2.11,0.005523560209424083,1.7803405567893358,121,155.2773670845209,102.59980842198003,52.677558662540875,-0.8847761249507798,0.8269419285254427,5.045212982795575,4.640535480614986,3.9829950121683413,0.9641464367747359,0.4154711823382849,-0.4760441153572809,1.4399496068865456,0.10431966755031928,0.5129255297107465,-0.19270140625852988,0.7839177095283701,wet
TMP,OBLI,A,2,1,2.87,270,2.87,0.0075130890052356025,1.9957949079633406,120,143.6699690120773,88.42829867742644,55.241670334650856,-0.8847761249507798,0.8269419285254427,4.967518787334411,4.493437172107203,4.029657947179628,0.8588060552779011,0.2160303895766889,-0.41277695174648016,1.3500905407322248,0.14882317820086774,-0.9420667186432418,-0.19270140625852988,0.7839177095283701,wet
TMP,OBLI,A,3,1,1.7,160,1.7,0.004450261780104712,1.5456635855661784,237,229.07091355523588,59.31394772699121,169.75696582824466,-0.8847761249507798,0.8269419285254427,5.434031621797633,4.099563382574704,5.140241293098989,1.4913197155820344,-0.31799683092135983,1.0929889893096287,1.109481853459786,1.2080119701508152,-1.9120615508792338,-0.19270140625852988,0.7839177095283701,wet
TMP,OBLI,A,4,1,1.39,434,1.39,0.003638743455497382,0.9180519131952773,167,152.6500047767229,77.84463101160863,74.8053737651143,-0.8847761249507798,0.8269419285254427,5.028147750472881,4.367479219925344,4.328169184134334,0.9410088256245788,0.04525239700413593,-0.008045460606720855,1.2731456453585732,0.4335201868632841,0.5041073948722374,-0.19270140625852988,0.7839177095283701,wet
TMP,OBLI,A,5,1,0.94,345,0.94,0.0024607329842931936,0.9744238663731292,182,102.65377483398166,40.24832944832945,62.40544538565221,-0.8847761249507798,0.8269419285254427,4.631361916622038,3.7196106137382983,4.1495497471185,0.40303335831595105,-0.8331494672597103,-0.2502236507059171,0.877377206324557,0.26316673576325417,-0.2807066057550653,-0.19270140625852988,0.7839177095283701,wet
TMP,OBLI,A,7,1,14.68,450,14.68,0.03842931937172775,1.5438768047444489,174,156.9023907629988,83.26968537414966,73.63270538884915,-0.8847761249507798,0.8269419285254427,5.055623897118109,4.434022196232136,4.312578821174306,0.9782619016425692,0.1354735836511634,-0.029183394684491954,1.3137952610524277,0.4186513003719023,0.6451975522883817,-0.19270140625852988,0.7839177095283701,wet
