Site,Focal_sp,Plot,Tree,Period,Growth,preceding_dbh,PPT,CMD,period_rainfall,period_md,daily_annual_cmd,daily_period_md,norm_md,monthly_period_md,anomaly,growth_no_negs,growth_rate,total_nbh_ba,number_neighbours,total_nci,intra_nci,inter_nci,PC1,PC2,log_total_nci,log_p1_intra_nci,log_p1_inter_nci,std_total_nci,std_intra_nci,std_inter_nci,std_preceding_dbh,std_ppt,std_cmd,std_daily_md,std_norm_md,std_period_ppt,std_period_md,std_daily_period_md,std_monthly_period_md,std_anomaly,std_PC1,std_PC2,site_climate
TMP,OBLI,C,2,2,18.560000000000002,595.98,832.6800000000001,247.31999999999994,487.59999999999997,268.2,0.6775890410958902,0.7388429752066116,187.65070000000003,220.60000000000008,32.94930000000005,10.58,0.029146005509641873,0.919112200715864,266,174.07977944640868,65.29814025226949,108.78163919413919,-1.6311097500443112,0.8179926970564217,5.159513696699913,4.194161846304722,4.698493294638426,1.112917877279711,-0.20943271305699995,0.48140657849915963,2.041254107787036,-0.16222540999448037,-0.18064534986377734,-0.1806453498637774,-0.3753061109010549,-1.2281787130808866,0.6385565457896942,0.605979234713719,0.5627385451223179,1.0942239913376015,-0.627541945836358,0.7544144234547888,wet
TMP,OBLI,C,3,2,25.299999999999997,264.27,832.6800000000001,247.31999999999994,487.59999999999997,268.2,0.6775890410958902,0.7388429752066116,187.65070000000003,220.60000000000008,32.94930000000005,16.03,0.04415977961432507,1.0556536714225102,312,245.5934065934066,38.986507936507934,206.60689865689866,-1.6311097500443112,0.8179926970564217,5.503677349794573,3.688542095627659,5.335646381264172,1.5843573940277782,-0.9020367366780278,1.354186549749536,-0.9319497269167507,-0.16222540999448037,-0.18064534986377734,-0.1806453498637774,-0.3753061109010549,-1.2281787130808866,0.6385565457896942,0.605979234713719,0.5627385451223179,1.0942239913376015,-0.627541945836358,0.7544144234547888,wet
TMP,OBLI,C,4,2,22.82,195.5,832.6800000000001,247.31999999999994,487.59999999999997,268.2,0.6775890410958902,0.7388429752066116,187.65070000000003,220.60000000000008,32.94930000000005,14.32,0.03944903581267218,0.5286907736909923,194,263.55833333333334,138.29166666666669,125.26666666666667,-1.6311097500443112,0.8179926970564217,5.57427472235486,4.936570056072153,4.838396072643813,1.6810625251601214,0.8075269934530039,0.6730470886503912,-1.5483532954331636,-0.16222540999448037,-0.18064534986377734,-0.1806453498637774,-0.3753061109010549,-1.2281787130808866,0.6385565457896942,0.605979234713719,0.5627385451223179,1.0942239913376015,-0.627541945836358,0.7544144234547888,wet
TMP,OBLI,C,5,2,-1.1,347.32,832.6800000000001,247.31999999999994,487.59999999999997,268.2,0.6775890410958902,0.7388429752066116,187.65070000000003,220.60000000000008,32.94930000000005,0,0,0.9597369207175969,346,133.31746031746033,22,111.31746031746032,-1.6311097500443112,0.8179926970564217,4.892733203734094,3.1354942159291497,4.721329328888143,0.7474787451961592,-1.6596083826063017,0.5126876532271993,-0.18755076857316905,-0.16222540999448037,-0.18064534986377734,-0.1806453498637774,-0.3753061109010549,-1.2281787130808866,0.6385565457896942,0.605979234713719,0.5627385451223179,1.0942239913376015,-0.627541945836358,0.7544144234547888,wet
TMP,OBLI,C,6,2,25.44,328.33,832.6800000000001,247.31999999999994,487.59999999999997,268.2,0.6775890410958902,0.7388429752066116,187.65070000000003,220.60000000000008,32.94930000000005,12.11,0.03336088154269972,0.9022065052487338,267,163.32460317460317,76.51666666666667,86.8079365079365,-1.6311097500443112,0.8179926970564217,5.095739651056654,4.350492967001997,4.475151889584757,1.0255594215311659,0.004711538758970836,0.17547083217159457,-0.3577631252130802,-0.16222540999448037,-0.18064534986377734,-0.1806453498637774,-0.3753061109010549,-1.2281787130808866,0.6385565457896942,0.605979234713719,0.5627385451223179,1.0942239913376015,-0.627541945836358,0.7544144234547888,wet
TMP,OBLI,C,7,2,18.34,407.67,832.6800000000001,247.31999999999994,487.59999999999997,268.2,0.6775890410958902,0.7388429752066116,187.65070000000003,220.60000000000008,32.94930000000005,8.67,0.023884297520661155,0.7373514307516094,386,241.10895300315357,85.88001700680272,155.22893599635086,-1.6311097500443112,0.8179926970564217,5.485248918480063,4.464528051936098,5.051322469905522,1.5591139068808428,0.1609181714183207,0.9647162318773141,0.3533821289106981,-0.16222540999448037,-0.18064534986377734,-0.1806453498637774,-0.3753061109010549,-1.2281787130808866,0.6385565457896942,0.605979234713719,0.5627385451223179,1.0942239913376015,-0.627541945836358,0.7544144234547888,wet
TMP,OBLI,C,8,2,20.5,347.44,832.6800000000001,247.31999999999994,487.59999999999997,268.2,0.6775890410958902,0.7388429752066116,187.65070000000003,220.60000000000008,32.94930000000005,11.06,0.03046831955922865,0.8204269214849744,295,241.25555555555556,56.54365079365079,184.71190476190475,-1.6311097500443112,0.8179926970564217,5.485856768163507,4.052543804036472,5.22419657379931,1.5599465466975162,-0.40342281285230863,1.2015212613018675,-0.18647517706201633,-0.16222540999448037,-0.18064534986377734,-0.1806453498637774,-0.3753061109010549,-1.2281787130808866,0.6385565457896942,0.605979234713719,0.5627385451223179,1.0942239913376015,-0.627541945836358,0.7544144234547888,wet
TMP,OBLI,C,9,2,13.86,346.46,832.6800000000001,247.31999999999994,487.59999999999997,268.2,0.6775890410958902,0.7388429752066116,187.65070000000003,220.60000000000008,32.94930000000005,6.4,0.01763085399449036,1.0381392923787471,137,112.74534632034631,60.595238095238095,52.15010822510823,-1.6311097500443112,0.8179926970564217,4.725131703210326,4.120584563902661,3.9731201410061705,0.5178961913654551,-0.3102197605774519,-0.5122183029648808,-0.1952591744030967,-0.16222540999448037,-0.18064534986377734,-0.1806453498637774,-0.3753061109010549,-1.2281787130808866,0.6385565457896942,0.605979234713719,0.5627385451223179,1.0942239913376015,-0.627541945836358,0.7544144234547888,wet
TMP,VIMI,VI-A,1,2,39.72,500.94,832.6800000000001,247.31999999999994,487.59999999999997,268.2,0.6775890410958902,0.7388429752066116,187.65070000000003,220.60000000000008,32.94930000000005,19.78,0.05449035812672177,1.6701923913636605,49,156.58193577919874,0,156.58193577919874,NA,NA,5.0535794242798255,0,5.059945550163962,0.9678078351595796,-5.954646120125415,0.9765282310624825,1.1893856309541158,-0.16222540999448037,-0.18064534986377734,-0.1806453498637774,-0.3753061109010549,-1.2281787130808866,0.6385565457896942,0.605979234713719,0.5627385451223179,1.0942239913376015,NA,NA,wet
TMP,VIMI,VI-A,2,2,12.56,175.36,832.6800000000001,247.31999999999994,487.59999999999997,268.2,0.6775890410958902,0.7388429752066116,187.65070000000003,220.60000000000008,32.94930000000005,7.2,0.019834710743801654,1.1810134284768672,51,117.43321027140871,34.36344083247334,83.06976943893537,NA,NA,4.765869748748434,3.5656785416459384,4.431647042654274,0.573699656749013,-1.0703367125594476,0.11587736892036417,-1.7288734040549545,-0.16222540999448037,-0.18064534986377734,-0.1806453498637774,-0.3753061109010549,-1.2281787130808866,0.6385565457896942,0.605979234713719,0.5627385451223179,1.0942239913376015,NA,NA,wet
